processed,who_id,dataset,prop_id,keep,duplicate_record_id,who_region,country_territory_area,iso,iso_3166_1_numeric,admin_level,area_covered,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,comments,date_start,measure_stage,prev_measure_number,following_measure_number,date_end,reason_ended,targeted,enforcement,non_compliance_penalty,value_usd,percent_interest,date_entry,link,link_live,link_eng,source,source_type,alt_link,alt_link_live,alt_link_eng,source_alt,queries_comments
,JH_HIT_CHK-fG,JH_HIT,3069_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:20:21,,,,https://www.dropbox.com/s/d9teco5db7y2qfe/3069_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_Mcon5i,JH_HIT,3069_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:20:21,,,,https://www.dropbox.com/s/d9teco5db7y2qfe/3069_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_P0Aewx,JH_HIT,3070_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:21:37,,,,https://www.dropbox.com/s/e3qbdsig7cxp4no/3070_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_rmDYZI,JH_HIT,3070_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:21:37,,,,https://www.dropbox.com/s/e3qbdsig7cxp4no/3070_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_ceWFcT,JH_HIT,3071_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:22:55,,,,https://www.dropbox.com/s/no4b7buntl99xiv/3071_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_pE60e9,JH_HIT,3071_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:22:55,,,,https://www.dropbox.com/s/no4b7buntl99xiv/3071_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_6TKfQd,JH_HIT,3072_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:24:12,,,,https://www.dropbox.com/s/g0nh2z2c96u789l/3072_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_824xev,JH_HIT,3072_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:24:12,,,,https://www.dropbox.com/s/g0nh2z2c96u789l/3072_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_MNmk6x,JH_HIT,3073_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:25:47,,,,https://www.dropbox.com/s/g4ejdz7q7bd2nqs/3073_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_VCiIul,JH_HIT,3073_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:25:47,,,,https://www.dropbox.com/s/g4ejdz7q7bd2nqs/3073_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_30Si9w,JH_HIT,3074_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:26:54,,,,https://www.dropbox.com/s/rk1euy1j8qqn723/3074_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_Zf-YP2,JH_HIT,3074_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:26:54,,,,https://www.dropbox.com/s/rk1euy1j8qqn723/3074_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_MEgMQy,JH_HIT,3075_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:29:07,,,,https://www.dropbox.com/s/ktcb0jlypdnd134/3075_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_nYrPJy,JH_HIT,3075_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:29:07,,,,https://www.dropbox.com/s/ktcb0jlypdnd134/3075_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_qi5NoH,JH_HIT,3076_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:30:25,,,,https://www.dropbox.com/s/o64z7y2jbuv8va0/3076_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_SWPOOq,JH_HIT,3076_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:30:25,,,,https://www.dropbox.com/s/o64z7y2jbuv8va0/3076_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_QfKUrn,JH_HIT,3077_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:31:44,,,,https://www.dropbox.com/s/1e8fexth79mmllj/3077_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_gcNLWd,JH_HIT,3077_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:31:44,,,,https://www.dropbox.com/s/1e8fexth79mmllj/3077_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_T9zyjo,JH_HIT,3078_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:33:31,,,,https://www.dropbox.com/s/z0t12hy080ahvwb/3078_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_qRsnHY,JH_HIT,3078_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:33:31,,,,https://www.dropbox.com/s/z0t12hy080ahvwb/3078_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_9Vg0Um,JH_HIT,3079_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:35:19,,,,https://www.dropbox.com/s/5j3gawm9r14hqzi/3079_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_jBKdoP,JH_HIT,3079_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:35:19,,,,https://www.dropbox.com/s/5j3gawm9r14hqzi/3079_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_uLrS30,JH_HIT,3080_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:37:00,,,,https://www.dropbox.com/s/uaeajcrj2nls5p6/3080_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_TdO-5e,JH_HIT,3080_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:37:00,,,,https://www.dropbox.com/s/uaeajcrj2nls5p6/3080_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_nEPigP,JH_HIT,3081_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:38:26,,,,https://www.dropbox.com/s/0tot9ajjy8rj5cg/3081_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_qWQbuL,JH_HIT,3081_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:38:26,,,,https://www.dropbox.com/s/0tot9ajjy8rj5cg/3081_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_QbV7po,JH_HIT,3082_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 09:49:44,,,,https://www.dropbox.com/s/zmb42djhhd9x8pf/3082_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_EVSSUk,JH_HIT,3082_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 09:49:44,,,,https://www.dropbox.com/s/zmb42djhhd9x8pf/3082_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_mqaIFu,JH_HIT,3083_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:01:16,,,,https://www.dropbox.com/s/bh0z4i3xkqedu2h/3083_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_3UhOqr,JH_HIT,3083_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:01:16,,,,https://www.dropbox.com/s/bh0z4i3xkqedu2h/3083_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_bSG1wd,JH_HIT,3084_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:03:42,,,,https://www.dropbox.com/s/pwue56rx3mcsyo8/3084_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_AKNjD1,JH_HIT,3084_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:03:42,,,,https://www.dropbox.com/s/pwue56rx3mcsyo8/3084_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_029GOP,JH_HIT,3085_primary_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Primary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Primary school closures,,required,,,2020-05-13 10:05:17,,,,https://www.dropbox.com/s/58tj8brb5hyb46f/3085_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
,JH_HIT_R7EBlj,JH_HIT,3085_sec_school,,,AMRO,united states of america,USA,840,state,North Carolina,school_closed,,Secondary school closures,4.1.2,Social and physical distancing measures,School measures ,Closing,,2020-03-16 00:00:00,,,,,,Secondary school closures,,required,,,2020-05-13 10:05:17,,,,https://www.dropbox.com/s/58tj8brb5hyb46f/3085_school_closed.zip?dl=1,,,,,"https://www.dpi.nc.gov/news/covid-19-response-resources
https://www.wbtv.com/2020/03/19/gov-cooper-nc-schools-will-be-closed-while-crisis-increases/
https://files.nc.gov/dpi/documents/newsroom/covid-19/cooper/eo117-covid-19-prohibiting-mass-gathering-and-k12-school-closure.pdf 
https://docs.google.com/spreadsheets/d/1TuMZbpihVBapJ5-MvEnBWURCLCzZpcuHMYTLGg_G7fE/edit#gid=1259900458",
