dataset,prov_category,prov_subcategory,prov_measure,who_code,who_category,who_subcategory,who_measure,non_compliance,who_targeted
Vienna,Risk communication,Educate and actively communicate with the public,Travel recommendations for the public,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Educate and actively communicate with the public,Use of public transport,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Use of public transport,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Use of public transport,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from high risk areas,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Educate and actively communicate with the public,Warning against travel to and return from risk areas,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Educate and actively communicate with the public,Website,8.4,Other measures,Communications and engagement,,,
Vienna,Risk communication,Educate and actively communicate with the public,WhatsApp bot,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Educate and actively communicate with the public,,8.4.1,Other measures,Communications and engagement,General public awareness campaigns,,
Vienna,Risk communication,Measures for special populations,Infection prevention/control manager,4.4,Social and physical distancing measures,Special populations,,,
Vienna,Risk communication,Travel alert,China (except Hong Kong and Macau): Level 3 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,China (except Hubei province): Level 2 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Egypt Level 2 Travel Warning , 14 days self-health management upon arrival in Taiwan",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Guangdong Province: Level 2 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Hong Kong and Macau: Level 3 travel alert, 14 days Quarantine upon arrival in Taiwan",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Hubei province: Level 3 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Iran Level 2 Travel warning , 14 days self-health management upon arrival in Taiwan",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Iran Level 3 Travel Warning, Avoid all nonessential travels, 14 days Quarantine upon arrival in Taiwan",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Italy Level 3 Travel Warning, Avoid all nonessential travels, 14 days Quarantine upon arrival in Taiwan",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Italy, Iran: Level 1 travel alert",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Japan: Level 2 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Level 1,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Level 2,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Level 3,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Level 5: Lombardy and the municipality of Vo Euganeo in Veneto / Italy,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Level 6: Iran, South Korea",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Level 6: Italy (whole),5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Raised for 3 countries,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Singapore: Level 2 travel alert, 14 days Quarantine upon arrival in Taiwan",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,South Korea: Level 1 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,South Korea: Level 2 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"South Korea: Level 3 travel alert, avoid all non-essential travel",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Thailand: Level 1 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Travel warning issued to most of the developed coutries in the world,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Warning against travel to and return from risk areas,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,"Washington, New York, and California, Level 2 Travel Warning, Avoid all nonessential travels, 14 days self-health management upon arrival in Taiwan",5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Wenzhou city: Level 2 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,World (security level 4 of 6),5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Worldwide travel warning,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Wuhan: Level 2 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Wuhan: Level 3 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Travel alert,Zhejiang province: Level 2 travel alert,5.1,International travel measures,,Providing travel advice or warning,,
Vienna,Risk communication,Use of public transport,Arrange working time to avoid peak hours,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Risk communication,Use of public transport,Discourage use,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Risk communication,Use of public transport,Discourage use of public transport,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Closure of educational institutions,Closure of educational institutions,4.1.2,Social and physical distancing measures,School measures ,Closing,,
Vienna,Social distancing,Closure of educational institutions,Closure of kindergardens,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Closure of educational institutions,Closure of kindergartens,4.1.2,Social and physical distancing measures,School measures ,Closing,,
Vienna,Social distancing,Closure of educational institutions,Closure of primary and secondary schools,4.1.2,Social and physical distancing measures,School measures ,Closing,,
Vienna,Social distancing,Closure of educational institutions,"Closure of universities, research institutions",4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Closure of educational institutions,Complete closure of educational institutions,4.1.2,Social and physical distancing measures,School measures ,Closing,,
Vienna,Social distancing,Closure of educational institutions,Extracurriculars cancelled,4.1.2,Social and physical distancing measures,School measures ,Closing,,
Vienna,Social distancing,Closure of educational institutions,Partial closure of educational institutions,4.1.1,Social and physical distancing measures,School measures ,Adapting,,
Vienna,Social distancing,Closure of educational institutions,"Reduction of excursions, out-of-house events",4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Closure of educational institutions,Rules for exams,4.1.2,Social and physical distancing measures,School measures ,Closing,,
Vienna,Social distancing,Closure of educational institutions,Schools closed,4.1.2,Social and physical distancing measures,School measures ,Closing,,
Vienna,Social distancing,Closure of educational institutions,,4.1.2,Social and physical distancing measures,School measures ,Closing,,
Vienna,Social distancing,Closure of non-essential shops,,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Curfew,Time restriction,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Social distancing,Curfew,,4.5.2,Social and physical distancing measures,Domestic travel ,Stay-at-home order,,
Vienna,Social distancing,Implement the 2m distance,Stickers on the floor of supermarkets,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Mandatory use of masks,In public transports,1.4,Individual measures,,Wearing a mask,,
Vienna,Social distancing,Mandatory use of masks,In special cases,1.4,Individual measures,,Wearing a mask,,
Vienna,Social distancing,Mandatory use of masks,Obligation to wear a face mask out of home,1.4,Individual measures,,Wearing a mask,,
Vienna,Social distancing,Mandatory use of masks,Symptomatic persons and health facility visitors,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Mandatory use of masks,Taxi and Uber,1.4,Individual measures,,Wearing a mask,,
Vienna,Social distancing,Mandatory use of masks,Workers in open food markets,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Mandatory use of masks in special cases,Public spaces,1.4,Individual measures,,Wearing a mask,,
Vienna,Social distancing,Mass gathering cancellation,(unspecified),4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,All,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,all,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,All public and private events,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Closure maquila industry and call centers,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Mass gathering cancellation,Closure of discotheques,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Mass gathering cancellation,Closure of educational institutions,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Mass gathering cancellation,Closure of educational institutions,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Mass gathering cancellation,Closure of educational institutions,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Mass gathering cancellation,Closure of non-essential public places,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Mass gathering cancellation,Closure of restaurants/bars/cafes,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Mass gathering cancellation,Complete prohibition of gathering,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Mass gathering cancellation,"Conferences, meetings, trade fairs, etc.",4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Mass gathering cancellation,Cultural events,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Mass gathering cancellation,"Cultural events (theatres, cinemas, concerts, etc.)",4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Elections canceled,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Mass gathering cancellation,Elections cancelled,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,"Festivals, faith-based events",4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Indoor activities,4.3.1,Social and physical distancing measures,"Gatherings, businesses and services",Restricting private gatherings at home,,
Vienna,Social distancing,Mass gathering cancellation,Limit to 500 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Limit up to 100 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Limit up to 1000 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Limit up to 150 persons,4.3.2,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting private gatherings outside the home",,
Vienna,Social distancing,Mass gathering cancellation,Limit up to 250 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Limit up to 50 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Limit up to 500 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Limit up to 5000 persons,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Limit up to 75 persons,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Mass gathering cancellation,Meetings of the parliament,4.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",,,
Vienna,Social distancing,Mass gathering cancellation,Open-air markets closed,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Mass gathering cancellation,Outdoor activities,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,Place of worship,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Mass gathering cancellation,Rehabilitative work facilities,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Social distancing,Mass gathering cancellation,Sport events,4.3.4,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting mass gatherings",,
Vienna,Social distancing,Mass gathering cancellation,,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Measure for cashless payments,Increase number of goods that can be bought by card contactless and without pin code,9,Coding required,,,,
Vienna,Social distancing,Measures for special populations,"For three groups of traditional peoples and communities: quilombolas, gypsies and indigenous people",4.4,Social and physical distancing measures,Special populations,,,
Vienna,Social distancing,Measures for special populations,Healthcare workers,4.4.1,Social and physical distancing measures,Special populations,Shielding vulnerable groups,,
Vienna,Social distancing,Measures for special populations,Mandatory home office,4.4,Social and physical distancing measures,Special populations,,,
Vienna,Social distancing,Measures for special populations,Measures to limit contact to hospital patients,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Social distancing,Measures for special populations,Measures to limit contact to long-term care facilities,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Social distancing,Measures for special populations,Measures to limit contact to the elderly,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Social distancing,Measures for special populations,More exposed professionals (not healthcare),4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Social distancing,Measures for special populations,Prisons,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Social distancing,Measures for special populations,Quarantine,4.4.1,Social and physical distancing measures,Special populations,Shielding vulnerable groups,,
Vienna,Social distancing,Measures for special populations,Recommendation not to visit weekend houses,4.4.1,Social and physical distancing measures,Special populations,Shielding vulnerable groups,,
Vienna,Social distancing,Measures for special populations,Social institutions,4.4,Social and physical distancing measures,Special populations,,,
Vienna,Social distancing,Measures for special populations,Special hours for shopping,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Measures for special populations,Vulnerable populations,4.4,Social and physical distancing measures,Special populations,,,
Vienna,Social distancing,Measures for special populations,,4.4,Social and physical distancing measures,Special populations,,,
Vienna,Social distancing,Obligatory confinement,,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Social distancing,Partial closure of educational institutions,Closure of educational institutions,4.1.1,Social and physical distancing measures,School measures ,Adapting,,
Vienna,Social distancing,Public transport,Cashless payments,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Public transport,Increase service,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Public transport,Prohibition,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Public transport,Reduce service,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Public transport,Reduced ferry service,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Public transport,Specific measures to avoid congestion,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Public transport,Stricter limits on number of passengers allowed in public transports,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Public transport,,4.5.1,Social and physical distancing measures,Domestic travel ,Suspending or restricting movement,,
Vienna,Social distancing,Recommendation for home office,,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Return operation of nationals abroad,Quarantine,10,Not of interest,Not of interest,Not of interest,,
Vienna,Social distancing,Return operation of nationals abroad,,10,Not of interest,Not of interest,Not of interest,,
Vienna,Social distancing,Return operation of nationals abroad,,10,Not of interest,Not of interest,Not of interest,,
Vienna,Social distancing,Return operation of nationals living abroad,Quarantine,5.5,International travel measures,,Entry screening and isolation or quarantine,,
Vienna,Social distancing,Return operation of nationals living abroad,Shangai,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living abroad,,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in Hubei,Quarantine,5.5,International travel measures,,Entry screening and isolation or quarantine,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Brazil,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,China,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Costa Rica,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Diamond Princess,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Evacuation from cruise ships,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Grand Princess cruise ship,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Hubei,5.5,International travel measures,,Entry screening and isolation or quarantine,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Iran,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Israel,10,Not of interest,Not of interest,Not of interest,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Italy,5.5,International travel measures,,Entry screening and isolation or quarantine,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Morocco,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,MS Westerdam,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,North Korea,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,"Peru, Colombia",9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Shangai,10,Not of interest,Not of interest,Not of interest,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Shangai,10,Not of interest,Not of interest,Not of interest,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Spain,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,"the whole country of China , South Korea, Japan, Singapore, Iran and four regions in northern Italy: Lombardy, Veneto, Piedmont and Emilia Romagna",9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,UK,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,Wuhan,9,Coding required,,,,
Vienna,Social distancing,Return operation of nationals living in regions at risk,,9,Coding required,,,,
Vienna,Social distancing,Small gathering cancellation,(unspecified),4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,All,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,All,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,Closure of non-essential public places,4.3.2,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting private gatherings outside the home",,
Vienna,Social distancing,Small gathering cancellation,Closure of non-essential shops,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Small gathering cancellation,Closure of non-essential working places,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Small gathering cancellation,Closure of rehabilitation institutions,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Small gathering cancellation,Closure of restaurants/bars/cafes,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Small gathering cancellation,Closure of short-term accomodation,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Small gathering cancellation,Complete closure of restaurants/bars/cafes,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,Complete prohibition of gathering,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Small gathering cancellation,Family celebrations,4.3.1,Social and physical distancing measures,"Gatherings, businesses and services",Restricting private gatherings at home,,
Vienna,Social distancing,Small gathering cancellation,Implement part-time work,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Small gathering cancellation,Increase delivery capacity for food products,8.5,Other measures,,,,
Vienna,Social distancing,Small gathering cancellation,Limit up to 10 persons,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Small gathering cancellation,Limit up to 2 persons,4.3.2,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting private gatherings outside the home",,
Vienna,Social distancing,Small gathering cancellation,Limit up to 20 persons,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,Limit up to 20 persons,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,Limit up to 3 persons,4.3.1,Social and physical distancing measures,"Gatherings, businesses and services",Restricting private gatherings at home,,
Vienna,Social distancing,Small gathering cancellation,Limit up to 30 persons,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Small gathering cancellation,Limit up to 5 persons,4.3.2,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting private gatherings outside the home",,
Vienna,Social distancing,Small gathering cancellation,Limit up to 50 persons,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,Limit up to 6 persons,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,Mandatory home office,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Small gathering cancellation,Partial closure of essential shops,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Small gathering cancellation,Partial closure of public spaces,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Small gathering cancellation,Partial closure of restaurants/bars/cafes,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,Police and army control and sanctions,4.3,Social and physical distancing measures,"Gatherings, businesses and services",,,
Vienna,Social distancing,Small gathering cancellation,Remote Psychotherapy Consultation,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Small gathering cancellation,Small gathering cancellation,4.3.3,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, closing, restricting or adapting public gatherings outside the home",,
Vienna,Social distancing,Small gathering cancellation,Start of possible implementation of part-time work,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Small gathering cancellation,Total,4.3.2,Social and physical distancing measures,"Gatherings, businesses and services","Cancelling, restricting or adapting private gatherings outside the home",,
Vienna,Social distancing,Small gathering cancellation,,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,City hall,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Cultural events,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Special measures for certain establishments,Emergeny rooms hospitals,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Entertainment venues,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Essential shops,4.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",,,
Vienna,Social distancing,Special measures for certain establishments,Food services,4.2.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",Closing,,
Vienna,Social distancing,Special measures for certain establishments,"Gyms, swimming pools and sports centers",4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Implement the 2m distance,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Implement the 2m distance,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Implement the 2m distance,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,In state institutions,4.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",,,
Vienna,Social distancing,Special measures for certain establishments,Measure for cashless payments,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,"Museums, events",4.2.3,#N/A,#N/A,#N/A,,
Vienna,Social distancing,Special measures for certain establishments,Place of worship,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Post,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Public utility companies,4.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",,,
Vienna,Social distancing,Special measures for certain establishments,Residential social institutions,4.4.2,Social and physical distancing measures,Special populations,Protecting populations in closed settings,,
Vienna,Social distancing,Special measures for certain establishments,Shops,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,Sport centers,4.2.4,#N/A,#N/A,#N/A,,
Vienna,Social distancing,Special measures for certain establishments,Touristic places,4,Social and physical distancing measures,,,,
Vienna,Social distancing,Special measures for certain establishments,,4.4,Social and physical distancing measures,Special populations,,,
Vienna,Social distancing,Special measures for certain places,Touristic places,4.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",,,
Vienna,Social distancing,Work safety protocols,Businesses,4.2.1,Social and physical distancing measures,"Offices, businesses, institutions and operations",Adapting,,
Vienna,Social distancing,Work safety protocols,In state institutions,4.2,Social and physical distancing measures,"Offices, businesses, institutions and operations",,,
Vienna,Social distancing,Work safety protocols,Vulnerable populations,4.4.1,Social and physical distancing measures,Special populations,Shielding vulnerable groups,,
Vienna,Social distancing,Work safety protocols,,4,Social and physical distancing measures,,,,
Vienna,Travel restriction,Airport restriction,Air traffic suspended to and from China,5,International travel measures,,,,
Vienna,Travel restriction,Airport restriction,Airports closed to all non-citizens,5,International travel measures,,,,
Vienna,Travel restriction,Airport restriction,Airports closing for all international flights,5.7,International travel measures,,Suspending or restricting international flights,,
Vienna,Travel restriction,Airport restriction,Cancellation of international flights,5,International travel measures,,,,
Vienna,Travel restriction,Airport restriction,Denial entry of any foreign national from China,5.3,International travel measures,,Restricting entry,,
Vienna,Travel restriction,Airport restriction,Denial entry of any foreign national from China and other risk areas,5.3,International travel measures,,Restricting entry,,
